generation,trial,p,propertyType,property
14,7,0.9,a,0.998046875
14,7,0.9,s,0.998046875
13,7,0.9,b,0.0
13,7,0.9,a,1.0
13,7,0.9,s,1.0
12,7,0.9,b,0.0
12,7,0.9,a,1.0
12,7,0.9,s,0.99609375
11,7,0.9,b,0.0
11,7,0.9,a,0.99609375
11,7,0.9,s,0.966796875
10,7,0.9,b,0.0
10,7,0.9,a,0.962890625
10,7,0.9,s,0.69921875
9,7,0.9,b,0.0
9,7,0.9,a,0.701171875
9,7,0.9,s,0.701171875
8,7,0.9,b,0.0
8,7,0.9,a,1.0
8,7,0.9,s,1.0
7,7,0.9,b,0.0
7,7,0.9,a,1.0
7,7,0.9,s,1.0
6,7,0.9,b,0.0
6,7,0.9,a,1.0
6,7,0.9,s,1.0
5,7,0.9,b,0.0
5,7,0.9,a,1.0
5,7,0.9,s,1.0
4,7,0.9,b,0.0
4,7,0.9,a,1.0
4,7,0.9,s,1.0
3,7,0.9,b,0.0
3,7,0.9,a,1.0
3,7,0.9,s,0.990234375
2,7,0.9,b,0.0
2,7,0.9,a,0.990234375
2,7,0.9,s,0.896484375
1,7,0.9,b,0.09765625
1,7,0.9,a,0.90234375
1,7,0.9,s,1.0
20,6,0.9,b,0.0
20,6,0.9,a,1.0
20,6,0.9,s,1.0
19,6,0.9,b,0.0
19,6,0.9,a,1.0
19,6,0.9,s,1.0
18,6,0.9,b,0.0
18,6,0.9,a,1.0
18,6,0.9,s,1.0
17,6,0.9,b,0.0
17,6,0.9,a,1.0
17,6,0.9,s,1.0
16,6,0.9,b,0.0
16,6,0.9,a,1.0
16,6,0.9,s,1.0
15,6,0.9,b,0.0
15,6,0.9,a,1.0
15,6,0.9,s,1.0
14,6,0.9,b,0.0
14,6,0.9,a,1.0
14,6,0.9,s,1.0
13,6,0.9,b,0.0
13,6,0.9,a,1.0
13,6,0.9,s,0.998046875
12,6,0.9,b,0.0
12,6,0.9,a,0.998046875
12,6,0.9,s,0.998046875
11,6,0.9,b,0.0
11,6,0.9,a,1.0
11,6,0.9,s,1.0
10,6,0.9,b,0.0
10,6,0.9,a,1.0
10,6,0.9,s,1.0
9,6,0.9,b,0.0
9,6,0.9,a,1.0
9,6,0.9,s,1.0
8,6,0.9,b,0.0
8,6,0.9,a,1.0
8,6,0.9,s,1.0
7,6,0.9,b,0.0
7,6,0.9,a,1.0
7,6,0.9,s,1.0
6,6,0.9,b,0.0
6,6,0.9,a,1.0
6,6,0.9,s,1.0
5,6,0.9,b,0.0
5,6,0.9,a,1.0
5,6,0.9,s,1.0
4,6,0.9,b,0.0
4,6,0.9,a,1.0
4,6,0.9,s,1.0
3,6,0.9,b,0.0
3,6,0.9,a,1.0
3,6,0.9,s,0.970703125
2,6,0.9,b,0.0
2,6,0.9,a,0.970703125
2,6,0.9,s,0.861328125
1,6,0.9,b,0.11328125
1,6,0.9,a,0.88671875
1,6,0.9,s,1.0
20,5,0.9,b,0.0
20,5,0.9,a,1.0
20,5,0.9,s,0.998046875
19,5,0.9,b,0.0
19,5,0.9,a,0.998046875
19,5,0.9,s,0.998046875
18,5,0.9,b,0.0
18,5,0.9,a,1.0
18,5,0.9,s,1.0
17,5,0.9,b,0.0
17,5,0.9,a,1.0
17,5,0.9,s,1.0
16,5,0.9,b,0.0
16,5,0.9,a,1.0
16,5,0.9,s,0.998046875
15,5,0.9,b,0.0
15,5,0.9,a,0.998046875
15,5,0.9,s,0.998046875
14,5,0.9,b,0.0
14,5,0.9,a,1.0
14,5,0.9,s,1.0
13,5,0.9,b,0.0
13,5,0.9,a,1.0
13,5,0.9,s,1.0
12,5,0.9,b,0.0
12,5,0.9,a,1.0
12,5,0.9,s,1.0
11,5,0.9,b,0.0
11,5,0.9,a,1.0
11,5,0.9,s,1.0
10,5,0.9,b,0.0
10,5,0.9,a,1.0
10,5,0.9,s,1.0
9,5,0.9,b,0.0
9,5,0.9,a,1.0
9,5,0.9,s,1.0
8,5,0.9,b,0.0
8,5,0.9,a,1.0
8,5,0.9,s,1.0
7,5,0.9,b,0.0
7,5,0.9,a,1.0
7,5,0.9,s,1.0
6,5,0.9,b,0.0
6,5,0.9,a,1.0
6,5,0.9,s,0.99609375
5,5,0.9,b,0.0
5,5,0.9,a,0.99609375
5,5,0.9,s,0.994140625
4,5,0.9,b,0.0
4,5,0.9,a,0.998046875
4,5,0.9,s,0.986328125
3,5,0.9,b,0.0
3,5,0.9,a,0.98828125
3,5,0.9,s,0.978515625
2,5,0.9,b,0.0
2,5,0.9,a,0.97265625
2,5,0.9,s,0.873046875
1,5,0.9,b,0.111328125
1,5,0.9,a,0.888671875
1,5,0.9,s,1.0
20,4,0.9,b,0.0
20,4,0.9,a,1.0
20,4,0.9,s,1.0
19,4,0.9,b,0.0
19,4,0.9,a,1.0
19,4,0.9,s,1.0
18,4,0.9,b,0.0
18,4,0.9,a,1.0
18,4,0.9,s,1.0
17,4,0.9,b,0.0
17,4,0.9,a,1.0
17,4,0.9,s,1.0
16,4,0.9,b,0.0
16,4,0.9,a,1.0
